June 23, 2019 Most Holy Body and Blood of Christ Year C

Psalm of the Day

Priest For Ever, Jesus Christ	BFW 202
Tú Eres Sacerdote para Siempre (Montgomery)	FYC 252, Una Voz 232
You Are a Priest For Ever	PSL C-204
You Are a Priest For Ever (Alstott)	JS 88
You Are a Priest For Ever (Armstrong, Somerville)	CBW 113
You Are a Priest For Ever (Batastini, Gelineau)	RS 148
You Are a Priest For Ever (Guimont)	GC 103, GC2 979, PMB 642, WS, PRM C69, LPMG 169
You Are a Priest For Ever (Schiavone)	JS 947, LP 91, W4 84
You Are a Priest For Ever (Schiavone, Gelineau)	W3 864, W4 1108, LPGG 869
You are a priest forever, in the line of Melchezedek (Alonso)	RS2 89
You are a priest forever, in the line of Melchezedek (Alstott)	BB-MI 182, GP3 852, H 207, RA 108
You are a priest forever, in the line of Melchezedek (Duncan)	LMGM2 880
You are a priest forever, in the line of Melchezedek (Guimont)	G3 1091, GC2 979, LPGA C, OC 69, OIF 1034, RS2 1419
You are a priest forever, in the line of Melchezedek (Inwood)	The Collegeville Psalter
You are a priest forever, in the line of Melchezedek (Mayernik)	The Five Graces Psalter
You are a priest forever, in the line of Melchezedek (Pishner)	Cry Out with Joy C
You are a priest forever, in the line of Melchezedek (Schiavone)	A Lectionary Psalter, RS2 1193, W4 84, W4 1108
You are a priest forever, in the line of Melchezedek (Smith)	Forever I Will Sing
You are a priest forever, in the line of Melchezedek (Soper)	SAP 236
You are a priest forever, in the line of Melchezedek (Waddell)	Abbey of Gethsemani: Psalms for Solemnities in Ordinary Time Vol 1.
You are a priest forever/Salmo 109 Tú eres Sacerdote (Krisman)	OC 69, OC 903
Sequence

Praise, O Zion, Voices Raising (ST. THOMAS)	OIF 561, RS2 667, WC 675, WS 584

Songs for the Liturgy

Title	Ref	Choices
O Taste and See	G	CBW 414, 415, GC 835, G3 917, RS 923
O, How I Long to See	2	GP 306
Oh Buen Jesús, Yo Creo Firmemente/Lord Jesus Christ, My Faith Has This		OC 467
Our Blessing Cup (Kutscher)	Ps	OIF 557, WC 660
Our Blessing Cup (Various)	Ps	BB-MI 362, GP 513, H 153, JS 89, JS 91, JS 9, JS3 94, OFUV 233, PMB 167
Our Daily Bread	G	CBW 600
Pan de Vida	G	BB-MI 335, G3 920, GC 848, GC2 811, GP 500, GP3 501, H 393, JS 813, JS3 784, LMGM2 764, OC 758, OFUV 796, OIF 559, RS 909, RS2 1035, W4 925, WC 673, WS 555
Praise, O Zion, Voices Raising		OIF 561, PMB 319, RS2 667, W4 1106, WC 677
Priestly People, Pueblo de Reyes, v. 8	2	JS 749, OIF 669, PMB 383, WC 785, WS 641
Reason to Live		VAO 77
Receive in Your Heart	G	OIF 560, WC 677
Remember Me	G	LMGM2 526, OIF 563, PMB 304, WC 678, WS 573
Seed, Scattered and Sown, v. 1	2	BB-MI 355, CBW 604, GC 834, GC2 830, GP 516, GP3 502, H 405, JS 811, JS3 781, RS 918
Sequence for the Body and Blood of Christ		W4 1106
Shepherd of Souls, in Love, Come Feed		GP3 714, H 514, JS3 578, OFUV 563, OIF 565, PMB 307, WC 679
Shepherd of Souls, Refresh and Bless/A Tu Rebaño, Buen Pastor, v. 4	G	BB-MI 364, G3 910, GC 840, GC2 818, GP2 501, GP3 475, H 377, JS2 825, JS3 808, OC 755, OFUV 830, OIF 554, PMB 296, SS 1070, UC 541, W4 941, WC 663, WS 541
Somos el Cuerpo de Cristo/We are the Body of Christ (Cortez)	2	BB-MI 579, G3 741, GC2 645, GP2 589, GP3 547, JS2 852, JS3 826, OFUV 763, UC 611
Song of the Body of Christ/Canción del Cuerpo de Cristo	G	BB-MI 332, G3 924, GC 847, GC2 807, H 400, OC 768, RS 924, RS2 1042, UC 536, WC 666, WS 738
Song of the Lord’s Supper	G, 2	G3 508, GC 412, GC2 434
Soul of Christ Anima Christi		VAO M1
Table of Plenty	G	BB-MI 310, GP2 530, GP3 463, H 375, JS 793, JS3 761, OFUV 786, S&S 233
*Table Song	2	G3 923, GC 849, GC2 833
Take and Eat This Bread	G	G3 928, GC 842, GC2 839, OIF 564, VAO 349, WC 669, WS 579
Take and Eat/Tómenlo, Cómanlo (Joncas)	G	BB-MI 360, CBW 611, G3 950, GC 831, GC2 812, H 394, LMGM2 765, OC 757, RS 910, RS2 1025, SS 1010, W4 940, WC 684, WS 563
Take the Bread, Children	2	RS 925
Taste and See (Angrisano)	G	BB-MI 343, JS3 782, S&S 64
Taste and See (Dean)	G	BB-MI 762, GP3 143, H 117, JS3 42, OFUV 168, W4 48
Taste and See (Hurd)	G	BB-MI 340, GP3 507, H 403, JS3 796, OFUV 797
Taste and See (Kendzia)	G	BB-MI 345
Taste and See (Louis)	G	LMGM2 512
Taste and See (Luckner)	G	W4 952
Taste and See (O'Brien)	G	G2 604, GC 837, RS 919
Taste and See (Reza)	G	BB-MI 352
Taste and See/Gusten y Vean (Alonso)	G	G3 915, OC 772, RS2 1044
Taste and See/Gusten y Vean (Moore)	G	BB-MI 334, G3 930, GC2 827, CBW 610, G3 930, GC2 609, OC 741, OIF 243, 245, LMGM2 750, PMB 148, RS2 1031, SS 992, W4 945, WC 688, WS 559
The Church of Christ in Every Age		CH 613, G3 765, GC2 665, JS 843, JS3 823, OIF 875, RS 803, SS 899, W3 626, W4 785, WC 965
*The Cup We Bless	Ps	GP 507
The God of Abraham Praise	1	GC 544, JS3 602, RS 685, RS2 685, W3 537, W4 601
The Hand of the Lord Feeds us	G	JS 110, OIF 567, WC 690, WS 542
*The Living Bread of God	2	G3 921, GC 826, GC2 841
*The Lord Provided Israel	E	IH 34
The Song of the Supper	2	GC 845
*This Body	2	JS 812Body_and_BHlood
This Holy Covenant Was Made	2	RS 621
This Is My Body		CBW 580, LMGM 80, LMGM2 749, OIF 570, PMB 318, WC 659, WS 554
*This Is My Body	G	CBW 580, LMGM 80, LMGM2 749, OIF 570, PMB 318, WC 659, WS 554
Ven al Banquete, Come to the Feast	G	BB-MI 307, FYC 600, JS 795, GC2 734, G3 838, GP3 458
Vengan Todos al Banquete/Come, Join the Feasting		OC 767, W4 946
Victory in Jesus	1,G	LMGM 240
We Bring Our Gifts to Your Altar		OIF 569, VAO M1, WC 647, WS 576
We Come to Your Feast, v. 3	G	G3 938, GC 850, GC2 814, RS 581, RS2 620
We Come with Joy		G3 808, GC2 706, RS2 879, SS 1008, W4 832
We Give You Thanks	2	G3 631, GC2 553, LMGM 140, RS2 751
We Remember/Recordamos Hoy Tu Muerte		BB-MI 494, G3 681, GC 593, GC2 578, GP3 588, H 487, OC 740, RS 724, RS2 784, SS 842, UC 652, W4 938, WC 689, WS 540
*When We Eat This Bread	2	BB-MI 341, GP2 510, JS2 823
Wisdom's Feast	1,G	OIF 528, PMB 298, WC 654, WS 537
*With Finest Wheat	C	PSL B-201, PSL C-203
Worthy Is the Lamb (Manalo)		BB-MI 574, GP3 754, H 455, JS2 682, JS3 754, S&S 264, SS1 166
You Are Our Living Bread	2,G	GC 819, GP 523
You Satisfy the Hungry Heart/Tú Sacias Todo Corazón, v. 3	E,G	BB-MI 323, CBW 603, G3 940, GC 815, GC2 816, GP 525, GP3 487, H 385, JS 803, JS3 791, LMGM 136, LMGM2 757, OC 761, OFUV 807, OIF 540, PMB 300, RS 912, RS2 1028, SS 1009, W3 736, W4 939, WC 664, WS 560

Songs for Eucharistic Procession and Exposition

Many communities have an outdoor procession and/or a period of Eucharistic exposition as part of their observance of today's feast. Many of the songs listed above could appropriately be sung for such a service.

 

