February 3, 2019 Fourth Sunday of Ordinary Time Year C

Psalm of the Day

Psalm Refrain (Composer)	Choices
I Will Sing (Batastini)	W4 62
I will sing of your salvation (Alonso)	Lyric Psalter C, RS2 67
I will sing of your salvation (Alsott)	RA 36-37, GP3 864,
I will sing of your salvation (Crandal)	SAP 82-85
I will sing of your salvation (Englert)	RS2 1205
I will sing of your salvation (Guimont)	LPMG, G3 1103, GC2 941, RS2 1379
I will sing of your salvation (Holland)	LMGM2 891
I will sing of your salvation (Inwood)	Collegeville Psalter
I will sing of your salvation (Marchionda)	LPGA
I will sing of your salvation (Mayernik)	The Five Graces Psalter
I will sing of your salvation (Ruff)	Responsorial Psalms for Weekday Mass
I will sing of your salvation (Schiavone)	A Lectionary Psalter
I will sing of your salvation (Smith)	Forever I Will Sing;
I will sing of your salvation (True)	Cry out with Joy C
I will sing of your salvation/Mi boca contará tu salvación (Florián)	Salmos Responsoriales

Songs for the Liturgy

Title	Ref	Choices
Love One Another/Un Mandamiento Nuevo (Krisman)	2	OC 424
Make Me a Blessing	2	LMGM 278
Make Me a Channel of Your Peace/Hazme un Instrumento de Tu Paz (Prayer of St. Francis)	2	BB-MI 522, G3 828, GC 726, GC2 721, GP 650, GP3 679, JS 759, JS3 702, OC 663, OFUV 720, OIF 797, RS 830, RS2 912, WC 898, WS 724, WS 729
Make Us True Servants	2	OIF 872, PMB 501, SS 912, WC 959, WS 783
*Not for Tongues of Heaven’s Angels/Mucho Más Que el Don de Lenguas	2	G3 709, GC 623, GC2 612, GP 637, JS 564, OC 586, RS 748, RS2 818, W3 589, W4 701, WC 716
Now Know We Not the Meaning of Life's Sorrow	2	CBW 635
Now Let Us from This Table Rise	1,G	CBW 521, OIF 873, PMB 472, RS2 872, W3 625, WC 963
*O Blessed Are the Poor in Spirit	C	RS2 857, W3 620, W4 738
*O How Blessed	C	BB-MI 632
One Lord (Soper)	2	BB-MI 649, GP 453, GP3 401, JS 715, OFUV 292
Out of Darkness (Walker)	1,2	BB-MI 505, GC 689, GP 574, GP3 560, JS 765, JS3 724, OFUV 619
Out of Darkness/Tesoros Ocultos (Kolar)	1,2	OIF 765, WC 871
People of Peace	1,G	GP 564
Praise the One Who Breaks the Darkness	G	CBW 582, G3 625, OIF 637, RS2 737, WC 740, WS 626
Praise to You, O Christ, Our Savior/Te Alabamos, Jesucristo	G	BB-MI 591, CBW 442, G3 596, GC 515, GC2 517, GP 662, GP3 691, H 476, JS 674, JS3 643, OC 499, OFUV 651, RS 652, RS2 702, W4 591
Seek Ye First/Busquen Primero	G	BB-MI 435, G3 658, GP 608, GP3 613, H 554, JS 720, JS3 685, OFUV 648, OIF 527, UEC/UIC 752, WC 700, WS 705
*Set Your Heart on the Higher Gifts	2	G3 708, OIF 744, WC854, WS 696
The Bearers of the Living Word	G	JS 679
The Gift of Love	2	LMGM2 589
*The Greatest Gift	2	OIF 595, PMB 334, WC 717, WS 601
